id,phoneNo,location,occupation,certification,age,gender,type,availabilityPreference,availability,minimumWage,experience,clientsAttended,aadharCard,doorstepService ,references,liscenced,shoppingliscence
1,8502110397,Ambegaon,Accountant,true,39,Male,Part Time,Afternoon,Afternoon,2000,4,30,472620766389,no,true,false,false
2,7869280046,Ambegaon,Brick mason,false,40,Male,Part Time,Morning,Morning,2500,5,29,117016707420,no,true,false,true
3,9160157410,Ambegaon,Carpenter,false,20,Male,Part Time,Morning,Morning,7500,7,60,404783757623,yes,true,false,false
4,8675841349,Ambegaon,Cashier,true,40,Female,Full Time,Evening,Whole Day,8500,8,43,285335504326,no,true,false,true
5,9345253521,Ambegaon,Childcare Worker,false,38,Female,Part Time,Afternoon,Afternoon,7500,8,48,912374673056,yes,false,false,false
6,7044840495,Ambegaon,Cook,true,33,Male,Full Time,Morning,Whole Day,6000,8,53,064366532261,yes,false,false,true
7,9539420074,Ambegaon,Driver,false,18,Male,Part Time,Evening,Evening,6000,7,45,402774676185,yes,false,false,true
8,8924077210,Ambegaon,Electrician,true,21,Male,Part Time,Evening,Evening,3500,3,34,540605506248,yes,false,false,true
9,9442300902,Ambegaon,Hairdresser,false,31,Female,Full Time,Afternoon,Whole Day,9000,10,46,182967201947,no,false,false,true
10,9222095160,Ambegaon,Janitor,false,35,Male,Full Time,Afternoon,Whole Day,7500,7,51,347630623401,no,true,false,false
11,8355652726,Ambegaon,Maid,true,18,Female,Part Time,Morning,Morning,10000,8,55,568803954997,yes,false,false,true
12,9093612765,Ambegaon,Mehndi Artist,false,36,Female,Part Time,Morning,Morning,3500,2,14,218475703553,no,false,false,true
13,9185406948,Ambegaon,Painter,false,29,Male,Full Time,Evening,Whole Day,8500,10,41,907884785092,no,false,false,false
14,7425976483,Ambegaon,Plumber,false,31,Male,Full Time,Evening,Whole Day,10000,8,59,340660481245,yes,true,false,false
15,9125069443,Ambegaon,Receptionist,true,31,Male,Full Time,Afternoon,Whole Day,5500,9,46,759290974287,no,true,false,false
16,7875625615,Ambegaon,Security Guard,true,22,Male,Part Time,Morning,Morning,9500,6,44,313044376708,yes,true,false,true
17,8439287358,Ambegaon,Tailor,true,28,Male,Part Time,Afternoon,Afternoon,6500,7,58,967547659940,no,true,false,false
18,7094634941,Ambegaon,Waiter,true,38,Male,Full Time,Afternoon,Whole Day,8000,6,47,495671637761,no,false,false,true
19,9931028803,Ambegaon,Waitress,false,31,Female,Part Time,Afternoon,Afternoon,5500,10,55,328394725139,no,true,false,false
20,9622363359,Ambegaon,Worker,false,40,Male,Part Time,Afternoon,Afternoon,9500,6,47,137027253938,yes,false,false,true
21,9081020768,Ambegaon,Salesperson,true,40,Male,Full Time,Morning,Whole Day,2000,2,15,214239910550,no,true,false,false
22,8159233598,Ambegaon,Delivery Boy,true,37,Male,Full Time,Evening,Whole Day,4000,1,15,828616224775,yes,true,false,false
23,8942526742,Ambegaon,Mechanic,true,23,Male,Part Time,Morning,Morning,3500,2,10,915140078043,yes,false,false,false
24,7971292571,Aundh,Accountant,false,24,Male,Full Time,Afternoon,Whole Day,8000,9,58,988534680042,no,true,false,false
25,9619336779,Aundh,Brick mason,false,34,Male,Full Time,Morning,Whole Day,5000,9,44,146178564044,no,true,false,true
26,8457700573,Aundh,Carpenter,false,40,Male,Full Time,Evening,Whole Day,4000,4,35,237868161933,yes,true,false,true
27,9663602143,Aundh,Cashier,false,27,Male,Part Time,Afternoon,Afternoon,9000,6,50,567382790633,no,true,false,false
28,7919615801,Aundh,Childcare Worker,true,25,Female,Full Time,Evening,Whole Day,4500,1,19,005761783973,yes,true,false,false
29,8592881568,Aundh,Cook,false,36,Male,Part Time,Evening,Evening,8000,9,58,691467572384,yes,true,false,false
30,8945208434,Aundh,Driver,true,31,Male,Full Time,Morning,Whole Day,9500,8,59,157379007878,yes,false,false,false
31,7944893877,Aundh,Electrician,true,27,Male,Part Time,Evening,Evening,9500,9,60,978916579632,yes,false,false,true
32,9590062212,Aundh,Hairdresser,true,32,Female,Part Time,Evening,Evening,3500,4,24,074423545350,no,true,false,true
33,7486251452,Aundh,Janitor,true,30,Male,Full Time,Afternoon,Whole Day,3000,4,22,914731115292,no,false,false,true
34,9509210984,Aundh,Maid,false,35,Female,Part Time,Morning,Morning,9500,7,58,555477181427,yes,true,false,false
35,9682152793,Aundh,Mehndi Artist,false,23,Female,Full Time,Morning,Whole Day,8000,6,55,445218776001,no,true,false,true
36,9937069609,Aundh,Painter,false,34,Male,Full Time,Morning,Whole Day,8500,8,47,122547479757,no,false,false,false
37,7589535157,Aundh,Plumber,true,36,Male,Part Time,Morning,Morning,2500,3,26,641447263371,yes,true,false,true
38,7545113425,Aundh,Receptionist,true,23,Male,Part Time,Evening,Evening,8000,9,49,395542851057,no,true,false,true
39,9663335279,Aundh,Security Guard,true,37,Male,Part Time,Evening,Evening,10000,8,46,853839376656,yes,false,false,true
40,9700549282,Aundh,Tailor,false,21,Male,Part Time,Evening,Evening,3000,2,19,540963373658,no,false,false,true
41,8811420737,Aundh,Waiter,true,21,Male,Full Time,Afternoon,Whole Day,5000,9,50,655067749161,no,false,false,false
42,9920359302,Aundh,Waitress,false,30,Female,Part Time,Evening,Evening,7500,8,43,244189140083,no,true,false,false
43,7630157751,Aundh,Worker,false,39,Male,Part Time,Morning,Morning,5000,7,54,848189028906,yes,false,false,true
44,9768112980,Aundh,Salesperson,false,21,Female,Part Time,Afternoon,Afternoon,3000,3,28,618545180695,no,true,false,true
45,9423734588,Aundh,Delivery Boy,false,25,Male,Part Time,Afternoon,Afternoon,5500,8,48,184175592126,yes,true,false,false
46,8629796176,Aundh,Mechanic,true,37,Male,Full Time,Afternoon,Whole Day,7500,6,42,309865122713,yes,false,false,false
47,7429582080,Bibewadi,Accountant,false,35,Male,Full Time,Morning,Whole Day,8000,6,45,510871280299,no,false,false,true
48,8053969356,Bibewadi,Brick mason,true,35,Male,Full Time,Afternoon,Whole Day,4000,4,39,986959494292,no,false,false,false
49,9733593738,Bibewadi,Carpenter,false,34,Male,Full Time,Evening,Whole Day,8000,6,58,438941706947,yes,true,false,false
50,9012268500,Bibewadi,Cashier,false,40,Female,Part Time,Morning,Morning,8500,8,48,354376566215,no,true,false,true
51,8386926998,Bibewadi,Childcare Worker,false,29,Female,Full Time,Afternoon,Whole Day,7000,9,60,732947967116,yes,true,false,false
52,9419933504,Bibewadi,Cook,true,39,Male,Full Time,Morning,Whole Day,4000,3,23,443619819319,yes,false,false,false
53,9651956444,Bibewadi,Driver,true,22,Male,Part Time,Evening,Evening,2500,1,19,566199444579,yes,false,false,false
54,9560065578,Bibewadi,Electrician,true,27,Male,Part Time,Morning,Morning,9000,8,54,124134125372,yes,true,false,false
55,8401757059,Bibewadi,Hairdresser,true,40,Female,Part Time,Evening,Evening,2000,4,32,978451575937,no,false,false,true
56,8923391485,Bibewadi,Janitor,true,18,Male,Full Time,Evening,Whole Day,7000,8,58,986200326448,no,false,false,true
57,8657648978,Bibewadi,Maid,false,32,Female,Full Time,Evening,Whole Day,5000,9,53,004517430725,yes,true,false,false
58,7221921941,Bibewadi,Mehndi Artist,true,21,Female,Full Time,Afternoon,Whole Day,9500,6,41,517367297599,no,false,false,false
59,9902257910,Bibewadi,Painter,false,21,Male,Part Time,Morning,Morning,3500,2,6,420777220517,no,true,false,false
60,7966111260,Bibewadi,Plumber,false,29,Male,Part Time,Evening,Evening,2000,1,16,589031437175,yes,false,false,true
61,7247514816,Bibewadi,Receptionist,true,20,Male,Part Time,Morning,Morning,2000,5,33,060124660175,no,true,false,false
62,9191378363,Bibewadi,Security Guard,true,33,Male,Full Time,Afternoon,Whole Day,5000,7,48,490753857467,yes,true,false,true
63,9586527356,Bibewadi,Tailor,true,32,Male,Part Time,Evening,Evening,2500,3,34,673624482413,no,false,false,true
64,9966454533,Bibewadi,Waiter,false,29,Male,Part Time,Afternoon,Afternoon,2500,5,28,186831410740,no,true,false,false
65,7989138358,Bibewadi,Waitress,false,38,Female,Full Time,Morning,Whole Day,3000,2,12,385152176223,no,false,false,false
66,8479291950,Bibewadi,Worker,true,34,Male,Part Time,Evening,Evening,2000,4,35,542461729249,yes,false,false,true
67,9605965627,Bibewadi,Salesperson,false,36,Male,Full Time,Morning,Whole Day,7500,8,47,005187681055,no,false,false,false
68,9106273082,Bibewadi,Delivery Boy,false,38,Male,Part Time,Evening,Evening,8500,9,55,236319588548,yes,true,false,false
69,7135786663,Bibewadi,Mechanic,true,32,Male,Part Time,Morning,Morning,6000,10,57,441742253477,yes,false,false,false
70,8354084681,Balewadi,Accountant,true,38,Male,Full Time,Evening,Whole Day,4500,3,28,942984662205,no,true,false,true
71,8037826152,Balewadi,Brick mason,false,20,Male,Full Time,Evening,Whole Day,10000,7,47,720887441503,no,false,false,true
72,9523470214,Balewadi,Carpenter,true,32,Male,Part Time,Evening,Evening,2000,4,29,808684238767,yes,true,false,true
73,7101412057,Balewadi,Cashier,true,39,Female,Part Time,Afternoon,Afternoon,4500,5,26,941187325625,no,false,false,true
74,9228849632,Balewadi,Childcare Worker,true,40,Female,Full Time,Afternoon,Whole Day,5000,6,48,104514235395,yes,true,false,true
75,9603440084,Balewadi,Cook,true,29,Male,Full Time,Evening,Whole Day,9000,7,59,404094637753,yes,false,false,true
76,8872854286,Balewadi,Driver,false,37,Male,Part Time,Morning,Morning,5500,7,44,639098670930,yes,false,false,false
77,8196068390,Balewadi,Electrician,false,24,Male,Full Time,Afternoon,Whole Day,8000,9,60,888036754524,yes,true,false,true
78,9832875103,Balewadi,Hairdresser,false,19,Female,Full Time,Evening,Whole Day,9000,8,49,355244798516,no,false,false,false
79,9566079365,Balewadi,Janitor,true,23,Male,Part Time,Morning,Morning,8000,10,47,294353161679,no,true,false,true
80,7499137819,Balewadi,Maid,false,37,Female,Full Time,Afternoon,Whole Day,6500,9,47,238156968816,yes,true,false,false
81,7202181606,Balewadi,Mehndi Artist,true,20,Female,Full Time,Evening,Whole Day,6000,8,53,665305515060,no,true,false,true
82,8786393149,Balewadi,Painter,true,26,Male,Full Time,Evening,Whole Day,6000,6,43,410822166976,no,false,false,false
83,8305689505,Balewadi,Plumber,false,33,Male,Full Time,Evening,Whole Day,3000,3,32,114281232913,yes,false,false,false
84,9005667139,Balewadi,Receptionist,false,26,Male,Full Time,Morning,Whole Day,7000,8,40,441707145112,no,true,false,false
85,9363943022,Balewadi,Security Guard,false,31,Male,Full Time,Afternoon,Whole Day,6500,7,49,501266672804,yes,true,false,false
86,9601013883,Balewadi,Tailor,true,34,Male,Part Time,Morning,Morning,3500,2,5,007218390058,no,true,false,false
87,9736897010,Balewadi,Waiter,false,39,Male,Full Time,Morning,Whole Day,8000,6,58,865968438678,no,true,false,false
88,8447391825,Balewadi,Waitress,true,37,Female,Full Time,Evening,Whole Day,8000,8,43,093670073966,no,false,false,false
89,8730886981,Balewadi,Worker,true,24,Male,Part Time,Afternoon,Afternoon,4000,2,13,486730690004,yes,false,false,false
90,9795296527,Balewadi,Salesperson,false,33,Male,Full Time,Afternoon,Whole Day,2500,2,17,916092737466,no,false,false,true
91,9314744770,Balewadi,Delivery Boy,false,18,Male,Part Time,Afternoon,Afternoon,5500,6,40,706169952031,yes,true,false,true
92,7527638728,Balewadi,Mechanic,false,28,Male,Full Time,Evening,Whole Day,4000,3,37,209785909305,yes,true,false,false
93,7673844443,Baner,Accountant,false,32,Male,Full Time,Morning,Whole Day,8000,8,43,221287279548,no,true,false,true
94,9026410914,Baner,Brick mason,true,40,Male,Part Time,Morning,Morning,2000,3,27,980094736927,no,false,false,true
95,8718434152,Baner,Carpenter,true,37,Male,Full Time,Evening,Whole Day,6000,7,41,356617055852,yes,true,false,true
