id,phoneNo,location,occupation,certification,age,gender,type,availabilityPreference,availability,minimumWage,experience,clientsAttended,aadharCard,doorstepService ,references,liscenced,shoppingliscence
1,8135262454,Ambegaon,Accountant,false,30,Male,Full Time,Evening,Whole Day,4000,1,19,847822207502,no,true,false,false
2,7087453389,Ambegaon,Brick mason,true,26,Male,Part Time,Morning,Morning,4000,5,20,069575566093,no,true,false,false
3,7265003562,Ambegaon,Carpenter,false,33,Male,Part Time,Evening,Evening,3000,4,39,904300417509,yes,true,false,true
4,9658115761,Ambegaon,Cashier,false,28,Female,Part Time,Morning,Morning,5500,9,44,605577000749,no,false,false,false
5,9311385874,Ambegaon,Childcare Worker,false,37,Female,Full Time,Evening,Whole Day,8000,10,55,845936816532,yes,true,false,true
6,9276373991,Ambegaon,Cook,true,19,Male,Part Time,Afternoon,Afternoon,2500,4,40,078244191104,yes,false,false,false
7,9062245700,Ambegaon,Driver,false,20,Male,Full Time,Evening,Whole Day,9000,6,48,664969311519,yes,false,false,false
8,8321770528,Ambegaon,Electrician,true,25,Male,Full Time,Afternoon,Whole Day,3500,3,37,455796878209,yes,false,false,true
9,9946154048,Ambegaon,Hairdresser,false,36,Female,Part Time,Evening,Evening,3500,1,19,204970185257,no,false,false,false
10,7240101792,Ambegaon,Janitor,false,28,Male,Part Time,Evening,Evening,3000,3,22,013839646978,no,true,false,true
11,9877436765,Ambegaon,Maid,false,27,Female,Full Time,Evening,Whole Day,8500,7,57,892729719081,yes,true,false,true
12,7340220793,Ambegaon,Mehndi Artist,true,31,Female,Full Time,Afternoon,Whole Day,7500,8,44,807533076833,no,true,false,true
13,9793722505,Ambegaon,Painter,true,18,Male,Full Time,Afternoon,Whole Day,9500,9,45,195863999666,no,false,false,true
14,9473799718,Ambegaon,Plumber,true,31,Male,Part Time,Evening,Evening,7000,10,59,579174181971,yes,false,false,false
15,9529977614,Ambegaon,Receptionist,true,23,Male,Full Time,Evening,Whole Day,9000,10,49,169088900602,no,false,false,false
16,9898336550,Ambegaon,Security Guard,true,31,Male,Part Time,Afternoon,Afternoon,9500,9,47,776186950673,yes,false,false,true
17,7829685524,Ambegaon,Tailor,false,39,Male,Part Time,Morning,Morning,4000,3,26,643794733469,no,true,false,true
18,8226452077,Ambegaon,Waiter,false,24,Male,Part Time,Afternoon,Afternoon,10000,6,46,249695739232,no,false,false,false
19,9227683472,Ambegaon,Waitress,false,38,Female,Part Time,Evening,Evening,9500,8,51,196130806088,no,false,false,true
20,8101056287,Ambegaon,Worker,false,21,Male,Part Time,Afternoon,Afternoon,5000,7,47,676311897434,yes,true,false,true
21,7806195680,Ambegaon,Salesperson,false,38,Male,Full Time,Afternoon,Whole Day,3000,5,30,057138127347,no,false,false,true
22,8268341181,Ambegaon,Delivery Boy,true,22,Male,Part Time,Morning,Morning,8500,9,48,325970703982,yes,true,false,false
23,9983103790,Ambegaon,Mechanic,true,32,Male,Part Time,Evening,Evening,4500,2,8,491936085687,yes,true,false,true
24,9729350273,Aundh,Accountant,false,34,Female,Full Time,Afternoon,Whole Day,7000,8,52,269914318911,no,true,false,false
25,9264820507,Aundh,Brick mason,false,18,Male,Full Time,Afternoon,Whole Day,2000,2,15,104941258691,no,true,false,true
26,8995991782,Aundh,Carpenter,false,37,Male,Full Time,Morning,Whole Day,2500,2,15,826608573949,yes,false,false,false
27,7104749579,Aundh,Cashier,false,32,Male,Part Time,Evening,Evening,2500,3,40,345915699662,no,false,false,false
28,9769482639,Aundh,Childcare Worker,false,37,Female,Full Time,Afternoon,Whole Day,4000,5,30,064784456920,yes,false,false,true
29,8663764845,Aundh,Cook,false,19,Male,Full Time,Afternoon,Whole Day,4500,3,21,524250731142,yes,true,false,false
30,8342646186,Aundh,Driver,false,22,Male,Part Time,Morning,Morning,3000,3,26,558334044748,yes,false,false,false
31,7474159851,Aundh,Electrician,true,37,Male,Part Time,Afternoon,Afternoon,8500,7,48,778166654143,yes,true,false,true
32,7439158075,Aundh,Hairdresser,false,20,Female,Full Time,Evening,Whole Day,6500,7,55,932461798493,no,true,false,true
33,9772189192,Aundh,Janitor,false,39,Male,Part Time,Morning,Morning,4000,5,26,597103032982,no,true,false,true
34,9163075125,Aundh,Maid,false,40,Female,Part Time,Afternoon,Afternoon,8000,6,51,900125063105,yes,false,false,false
35,9666996319,Aundh,Mehndi Artist,true,38,Female,Part Time,Morning,Morning,8000,6,49,315799047076,no,true,false,false
36,8500597637,Aundh,Painter,true,28,Male,Part Time,Evening,Evening,4000,1,13,377556105745,no,true,false,false
37,8529705799,Aundh,Plumber,false,22,Male,Full Time,Morning,Whole Day,5000,6,44,728667966865,yes,false,false,false
38,9918311788,Aundh,Receptionist,false,21,Female,Part Time,Afternoon,Afternoon,8500,9,58,017635523077,no,true,false,true
39,9339708411,Aundh,Security Guard,false,24,Male,Part Time,Morning,Morning,8000,9,57,449445153527,yes,true,false,false
40,7836053603,Aundh,Tailor,true,23,Male,Part Time,Evening,Evening,5000,8,41,481527573510,no,false,false,false
41,8376345617,Aundh,Waiter,true,35,Male,Full Time,Morning,Whole Day,8500,6,51,223893650833,no,true,false,true
42,7276802068,Aundh,Waitress,true,37,Female,Full Time,Afternoon,Whole Day,5000,7,55,612835343993,no,false,false,true
43,9546782328,Aundh,Worker,false,30,Male,Full Time,Afternoon,Whole Day,8000,9,40,176029820763,yes,false,false,true
44,8589672581,Aundh,Salesperson,true,40,Female,Part Time,Morning,Morning,3500,4,23,776524461863,no,true,false,false
45,7695729548,Aundh,Delivery Boy,true,30,Male,Part Time,Morning,Morning,8000,7,46,595762211342,yes,true,false,true
46,9204998079,Aundh,Mechanic,true,24,Male,Part Time,Evening,Evening,10000,7,42,231034002512,yes,true,false,true
47,9899693318,Bibewadi,Accountant,true,40,Female,Full Time,Morning,Whole Day,5000,7,47,487487005714,no,true,false,false
48,8702551933,Bibewadi,Brick mason,false,37,Male,Full Time,Morning,Whole Day,4500,1,9,456007675362,no,false,false,false
49,8378494209,Bibewadi,Carpenter,true,18,Male,Part Time,Evening,Evening,7000,9,41,863488988538,yes,true,false,true
50,9602507974,Bibewadi,Cashier,false,40,Male,Part Time,Afternoon,Afternoon,9500,7,53,265790720632,no,true,false,true
51,9137841084,Bibewadi,Childcare Worker,true,27,Female,Full Time,Afternoon,Whole Day,7000,8,42,756291387603,yes,true,false,false
52,7359320205,Bibewadi,Cook,true,32,Male,Part Time,Afternoon,Afternoon,2500,4,38,562909049943,yes,true,false,true
53,7861597693,Bibewadi,Driver,false,28,Male,Full Time,Evening,Whole Day,7500,6,57,163509932816,yes,true,false,false
54,8079205357,Bibewadi,Electrician,false,35,Male,Full Time,Evening,Whole Day,2500,4,27,868651941915,yes,true,false,true
55,7657541717,Bibewadi,Hairdresser,true,35,Female,Full Time,Evening,Whole Day,2000,3,38,706239690495,no,true,false,false
56,8230509509,Bibewadi,Janitor,true,39,Male,Full Time,Evening,Whole Day,6000,7,59,949070323223,no,true,false,false
57,7403478453,Bibewadi,Maid,true,38,Female,Full Time,Afternoon,Whole Day,7500,6,48,115477857508,yes,false,false,false
58,7370352082,Bibewadi,Mehndi Artist,true,36,Female,Full Time,Evening,Whole Day,6000,9,50,589945120703,no,false,false,true
59,9177275680,Bibewadi,Painter,false,35,Male,Part Time,Morning,Morning,9500,7,53,568074735488,no,true,false,true
60,7953526873,Bibewadi,Plumber,true,39,Male,Full Time,Afternoon,Whole Day,9000,9,49,012218689225,yes,true,false,true
61,7116987931,Bibewadi,Receptionist,true,31,Female,Full Time,Evening,Whole Day,5500,7,50,326315599719,no,false,false,false
62,8853382221,Bibewadi,Security Guard,true,22,Male,Full Time,Morning,Whole Day,5000,9,43,892414572779,yes,false,false,true
63,9298072503,Bibewadi,Tailor,false,27,Male,Full Time,Evening,Whole Day,8500,8,58,237433611832,no,false,false,false
64,7780584667,Bibewadi,Waiter,false,20,Male,Full Time,Evening,Whole Day,5500,7,42,435974602921,no,false,false,false
65,9553757291,Bibewadi,Waitress,true,27,Female,Full Time,Afternoon,Whole Day,7000,6,46,497329866161,no,false,false,false
66,8200293853,Bibewadi,Worker,false,32,Male,Full Time,Afternoon,Whole Day,10000,8,52,780504428074,yes,false,false,true
67,8945811241,Bibewadi,Salesperson,true,36,Female,Part Time,Afternoon,Afternoon,4500,4,33,685453115456,no,false,false,false
68,8492923952,Bibewadi,Delivery Boy,true,18,Male,Full Time,Afternoon,Whole Day,2500,5,31,497098920612,yes,false,false,true
69,8384816320,Bibewadi,Mechanic,true,18,Male,Full Time,Morning,Whole Day,2000,5,31,416026863448,yes,true,false,false
70,8320123669,Balewadi,Accountant,true,37,Male,Part Time,Afternoon,Afternoon,4500,4,30,135141675454,no,false,false,false
71,9308364111,Balewadi,Brick mason,true,25,Male,Full Time,Afternoon,Whole Day,2000,1,9,635043233484,no,false,false,true
72,9331113737,Balewadi,Carpenter,false,19,Male,Full Time,Morning,Whole Day,6500,9,52,441211182999,yes,false,false,true
73,8289348133,Balewadi,Cashier,true,24,Male,Full Time,Afternoon,Whole Day,9000,9,50,309327764440,no,false,false,false
74,7490514709,Balewadi,Childcare Worker,true,32,Female,Part Time,Morning,Morning,7500,8,56,639702590970,yes,true,false,false
75,9858527411,Balewadi,Cook,true,34,Male,Part Time,Afternoon,Afternoon,5500,10,58,891928732037,yes,true,false,false
76,8513396878,Balewadi,Driver,false,34,Male,Part Time,Evening,Evening,4500,2,7,110099857991,yes,true,false,false
77,8719260527,Balewadi,Electrician,false,18,Male,Part Time,Evening,Evening,4000,4,25,788638220300,yes,true,false,true
78,9434908731,Balewadi,Hairdresser,true,21,Female,Part Time,Morning,Morning,4500,3,21,420411177648,no,false,false,false
79,7226725886,Balewadi,Janitor,false,30,Male,Part Time,Evening,Evening,7000,7,56,944001561385,no,false,false,false
80,9311186975,Balewadi,Maid,false,33,Female,Part Time,Afternoon,Afternoon,3000,1,10,742759126229,yes,true,false,true
81,7828643589,Balewadi,Mehndi Artist,true,22,Female,Part Time,Afternoon,Afternoon,6500,7,56,896565948361,no,false,false,true
82,7436027089,Balewadi,Painter,false,31,Male,Full Time,Evening,Whole Day,10000,9,44,492182106935,no,true,false,false
83,8242246089,Balewadi,Plumber,false,19,Male,Full Time,Morning,Whole Day,6500,7,44,457019757316,yes,true,false,false
84,7492255669,Balewadi,Receptionist,true,22,Male,Part Time,Evening,Evening,2000,3,37,468479859587,no,true,false,false
85,8536285157,Balewadi,Security Guard,false,24,Male,Part Time,Afternoon,Afternoon,10000,8,50,833133120047,yes,false,false,false
86,7592264454,Balewadi,Tailor,false,39,Male,Full Time,Morning,Whole Day,4000,4,26,668679435072,no,true,false,false
87,7922375112,Balewadi,Waiter,true,30,Male,Part Time,Morning,Morning,8500,6,52,549771432036,no,true,false,false
88,8930689969,Balewadi,Waitress,false,31,Female,Part Time,Evening,Evening,5000,6,53,176408519711,no,false,false,true
