id,phoneNo,location,occupation,certification,age,gender,type,availabilityPreference,availability,minimumWage,experience,clientsAttended,aadharCard,doorstepService ,references,liscenced,shoppingliscence
1,9748358073,Ambegaon,Accountant,false,28,Female,Full Time,Evening,Whole Day,6000,6,43,923981940668,no,true,false,false
2,9581736422,Ambegaon,Brick mason,false,28,Male,Part Time,Morning,Morning,6000,10,57,885457042499,no,true,false,false
3,8470159943,Ambegaon,Carpenter,true,19,Male,Full Time,Afternoon,Whole Day,6500,9,52,095203052876,yes,true,false,true
4,9036122220,Ambegaon,Cashier,true,29,Female,Full Time,Afternoon,Whole Day,3500,3,22,342761916423,no,true,false,false
5,9986223592,Ambegaon,Childcare Worker,true,32,Female,Full Time,Evening,Whole Day,9000,9,53,287845667989,yes,false,false,false
6,8552736016,Ambegaon,Cook,true,33,Male,Full Time,Morning,Whole Day,6500,6,58,271378546965,yes,false,false,true
7,7098311392,Ambegaon,Driver,false,24,Male,Full Time,Evening,Whole Day,6500,10,57,792980736737,yes,true,false,true
8,8678322848,Ambegaon,Electrician,false,21,Male,Part Time,Morning,Morning,7500,6,42,556876704664,yes,true,false,true
9,9203640495,Ambegaon,Hairdresser,true,21,Female,Full Time,Afternoon,Whole Day,8000,10,53,544797939678,no,true,false,true
10,9327524092,Ambegaon,Janitor,true,37,Male,Part Time,Evening,Evening,3000,1,12,678137313715,no,true,false,false
11,8874945485,Ambegaon,Maid,false,29,Female,Full Time,Afternoon,Whole Day,5000,9,45,216868424114,yes,true,false,true
12,9707679399,Ambegaon,Mehndi Artist,true,27,Female,Full Time,Morning,Whole Day,2500,5,40,986415811250,no,true,false,true
13,9677264511,Ambegaon,Painter,true,25,Male,Full Time,Afternoon,Whole Day,4500,3,34,602519623756,no,true,false,false
14,8108745550,Ambegaon,Plumber,true,24,Male,Full Time,Morning,Whole Day,6000,9,46,571988072011,yes,true,false,true
15,7941498484,Ambegaon,Receptionist,false,30,Male,Full Time,Morning,Whole Day,3000,2,6,454552465502,no,true,false,true
16,8132840712,Ambegaon,Security Guard,false,34,Male,Full Time,Morning,Whole Day,8500,7,50,351911159831,yes,false,false,false
17,9991278788,Ambegaon,Tailor,false,20,Male,Full Time,Afternoon,Whole Day,7500,7,40,089188141365,no,true,false,false
18,7563801876,Ambegaon,Waiter,true,18,Male,Full Time,Morning,Whole Day,8000,9,56,321200487945,no,false,false,false
19,9211881240,Ambegaon,Waitress,true,27,Female,Full Time,Afternoon,Whole Day,3500,1,11,869059070904,no,true,false,false
20,7439276519,Ambegaon,Worker,false,36,Male,Full Time,Evening,Whole Day,7500,6,50,293738760082,yes,true,false,false
21,9508737088,Ambegaon,Salesperson,false,28,Female,Full Time,Morning,Whole Day,6000,8,46,151505624074,no,true,false,true
22,9962419261,Ambegaon,Delivery Boy,false,40,Male,Part Time,Morning,Morning,9500,9,56,841541240354,yes,true,false,true
23,9996693477,Ambegaon,Mechanic,true,19,Male,Full Time,Afternoon,Whole Day,5000,8,45,789770210471,yes,false,false,false
24,9782468519,Aundh,Accountant,false,23,Male,Full Time,Evening,Whole Day,5000,10,45,033116754079,no,true,false,true
25,9328016385,Aundh,Brick mason,true,37,Male,Full Time,Afternoon,Whole Day,6500,7,53,574826962411,no,true,false,true
26,7915447191,Aundh,Carpenter,true,32,Male,Full Time,Afternoon,Whole Day,5000,10,47,795651634849,yes,false,false,false
27,7200344461,Aundh,Cashier,false,28,Female,Full Time,Morning,Whole Day,8500,6,60,944358823849,no,false,false,false
28,8062049829,Aundh,Childcare Worker,true,38,Female,Part Time,Afternoon,Afternoon,4000,4,34,076289415721,yes,false,false,false
29,8829781957,Aundh,Cook,true,38,Male,Part Time,Evening,Evening,10000,10,48,366262582173,yes,true,false,false
30,9000716478,Aundh,Driver,false,32,Male,Part Time,Evening,Evening,5000,8,52,750814887368,yes,true,false,true
31,8507845992,Aundh,Electrician,false,28,Male,Full Time,Afternoon,Whole Day,8000,10,56,385882911673,yes,true,false,false
32,9998070752,Aundh,Hairdresser,false,19,Female,Part Time,Morning,Morning,4000,4,33,445212689890,no,false,false,false
33,7514992536,Aundh,Janitor,true,40,Male,Part Time,Morning,Morning,9500,9,56,622731940306,no,false,false,false
34,8882118234,Aundh,Maid,false,28,Female,Part Time,Evening,Evening,2500,1,6,082440941668,yes,true,false,false
35,8302411317,Aundh,Mehndi Artist,true,34,Female,Full Time,Evening,Whole Day,4500,4,35,029380927219,no,false,false,false
36,9144733158,Aundh,Painter,true,29,Male,Full Time,Morning,Whole Day,6500,10,44,939620190401,no,false,false,false
37,9448431652,Aundh,Plumber,true,24,Male,Part Time,Afternoon,Afternoon,4500,5,37,252748482886,yes,false,false,true
38,7384521071,Aundh,Receptionist,false,24,Male,Full Time,Morning,Whole Day,7500,9,54,870858233615,no,false,false,false
39,7518254588,Aundh,Security Guard,false,36,Male,Full Time,Evening,Whole Day,8500,6,51,906267322632,yes,false,false,false
40,8202320900,Aundh,Tailor,false,22,Male,Full Time,Afternoon,Whole Day,9000,10,48,069469301067,no,false,false,false
41,9608816439,Aundh,Waiter,true,28,Male,Part Time,Morning,Morning,2500,3,25,563445902325,no,false,false,true
42,9287899013,Aundh,Waitress,true,20,Female,Full Time,Evening,Whole Day,3500,4,30,744794581131,no,false,false,true
43,8924170970,Aundh,Worker,true,32,Male,Full Time,Afternoon,Whole Day,6000,10,55,166359944624,yes,false,false,false
44,9590850697,Aundh,Salesperson,true,40,Female,Part Time,Afternoon,Afternoon,2500,5,38,070065041023,no,true,false,false
45,7814128582,Aundh,Delivery Boy,true,23,Male,Part Time,Afternoon,Afternoon,2000,1,11,026006371874,yes,true,false,true
46,9117434398,Aundh,Mechanic,true,22,Male,Part Time,Afternoon,Afternoon,9500,8,59,121014735983,yes,false,false,false
47,8513990098,Bibewadi,Accountant,true,35,Male,Part Time,Evening,Evening,8500,8,58,787473403038,no,true,false,true
48,8153901243,Bibewadi,Brick mason,false,18,Male,Part Time,Evening,Evening,3500,2,15,372100500758,no,true,false,false
49,9687304590,Bibewadi,Carpenter,false,19,Male,Part Time,Evening,Evening,9000,8,54,571479835673,yes,true,false,true
50,8054004685,Bibewadi,Cashier,false,29,Male,Full Time,Morning,Whole Day,9000,9,55,640401700987,no,true,false,true
51,8653794629,Bibewadi,Childcare Worker,false,32,Female,Part Time,Afternoon,Afternoon,4000,5,22,273362090514,yes,false,false,true
52,9921980675,Bibewadi,Cook,false,39,Male,Part Time,Evening,Evening,7500,10,59,758791409828,yes,true,false,true
53,7909290249,Bibewadi,Driver,false,25,Male,Part Time,Evening,Evening,6500,9,41,738238232322,yes,true,false,false
54,7042543203,Bibewadi,Electrician,true,33,Male,Full Time,Morning,Whole Day,2000,2,19,467793435407,yes,false,false,true
55,9925091074,Bibewadi,Hairdresser,false,23,Female,Full Time,Evening,Whole Day,7500,9,41,780751329760,no,true,false,false
56,8342242629,Bibewadi,Janitor,true,29,Male,Part Time,Evening,Evening,2000,1,16,242940471547,no,true,false,true
57,9710364148,Bibewadi,Maid,false,38,Female,Full Time,Afternoon,Whole Day,5000,6,43,227840512780,yes,false,false,false
58,8572618002,Bibewadi,Mehndi Artist,false,36,Female,Full Time,Evening,Whole Day,4500,2,9,676332155037,no,false,false,true
59,7486866409,Bibewadi,Painter,true,20,Male,Full Time,Afternoon,Whole Day,10000,10,41,135170864541,no,false,false,false
60,9037100359,Bibewadi,Plumber,true,35,Male,Part Time,Morning,Morning,10000,10,60,284033772136,yes,false,false,false
61,9232310131,Bibewadi,Receptionist,false,26,Male,Part Time,Afternoon,Afternoon,7500,6,57,912822142666,no,true,false,true
62,9100163218,Bibewadi,Security Guard,false,30,Male,Full Time,Evening,Whole Day,5000,6,57,846504716810,yes,true,false,false
63,9992262303,Bibewadi,Tailor,false,29,Male,Part Time,Afternoon,Afternoon,5500,6,49,111817064395,no,true,false,true
64,9113064178,Bibewadi,Waiter,true,28,Male,Full Time,Morning,Whole Day,4000,1,11,248910191069,no,true,false,false
65,8497944624,Bibewadi,Waitress,false,29,Female,Full Time,Evening,Whole Day,6500,6,56,574895616641,no,true,false,true
66,8488437899,Bibewadi,Worker,false,33,Male,Part Time,Evening,Evening,8500,8,55,681870495359,yes,false,false,false
67,9954171851,Bibewadi,Salesperson,false,23,Male,Full Time,Evening,Whole Day,9000,10,60,910809953829,no,true,false,false
68,7922764507,Bibewadi,Delivery Boy,false,31,Male,Part Time,Afternoon,Afternoon,5000,8,50,970675289463,yes,true,false,true
69,7042031955,Bibewadi,Mechanic,false,31,Male,Part Time,Afternoon,Afternoon,8500,9,45,911206025055,yes,true,false,false
70,9691135653,Balewadi,Accountant,true,33,Female,Part Time,Evening,Evening,7000,6,40,880325635338,no,false,false,false
71,8184331806,Balewadi,Brick mason,false,33,Male,Part Time,Morning,Morning,9000,7,47,023141882503,no,true,false,false
72,9926675842,Balewadi,Carpenter,false,22,Male,Part Time,Evening,Evening,7500,8,42,591064104109,yes,false,false,true
73,9278189593,Balewadi,Cashier,false,25,Female,Full Time,Afternoon,Whole Day,7500,10,40,807856290725,no,true,false,true
74,9360131022,Balewadi,Childcare Worker,false,33,Female,Full Time,Evening,Whole Day,5500,6,47,085334208230,yes,false,false,false
75,9911795992,Balewadi,Cook,true,22,Male,Part Time,Evening,Evening,8500,9,57,328392835963,yes,true,false,true
76,7286789048,Balewadi,Driver,false,21,Male,Full Time,Morning,Whole Day,8000,7,52,397593056530,yes,false,false,false
77,8670449813,Balewadi,Electrician,false,19,Male,Full Time,Evening,Whole Day,8500,9,50,071779748445,yes,true,false,false
