id,phoneNo,location,occupation,certification,age,gender,type,availabilityPreference,availability,minimumWage,experience,clientsAttended,aadharCard,doorstepService ,references,liscenced,shoppingliscence
1,7858633738,Ambegaon,Accountant,false,22,Male,Full Time,Afternoon,Whole Day,8500,7,55,722192948560,no,false,false,false
2,8192234917,Ambegaon,Brick mason,false,30,Male,Full Time,Afternoon,Whole Day,5500,9,57,462227497597,no,true,false,false
3,8484814187,Ambegaon,Carpenter,true,29,Male,Full Time,Evening,Whole Day,5000,9,42,565745282794,yes,false,false,true
4,9097942009,Ambegaon,Cashier,true,34,Female,Part Time,Afternoon,Afternoon,2000,1,13,332712956285,no,false,false,false
5,7714967985,Ambegaon,Childcare Worker,false,20,Female,Full Time,Morning,Whole Day,8000,10,53,272240792059,yes,false,false,true
6,7031398940,Ambegaon,Cook,false,18,Male,Full Time,Morning,Whole Day,9000,6,43,354313821142,yes,true,false,false
7,9791944937,Ambegaon,Driver,false,30,Male,Full Time,Afternoon,Whole Day,8500,7,60,935817362504,yes,true,false,false
8,9823466506,Ambegaon,Electrician,true,21,Male,Full Time,Morning,Whole Day,6500,7,41,209687643718,yes,true,false,false
9,9465772654,Ambegaon,Hairdresser,false,28,Female,Full Time,Morning,Whole Day,6500,10,55,791244928958,no,false,false,false
10,9998042146,Ambegaon,Janitor,true,37,Male,Full Time,Evening,Whole Day,7000,6,49,517928982849,no,true,false,true
11,8925483050,Ambegaon,Maid,false,34,Female,Full Time,Morning,Whole Day,8500,6,54,258731697295,yes,false,false,true
12,8183987021,Ambegaon,Mehndi Artist,true,25,Female,Full Time,Evening,Whole Day,5500,8,51,167329774527,no,true,false,true
13,9489991700,Ambegaon,Painter,true,31,Male,Full Time,Afternoon,Whole Day,3000,5,22,304585471117,no,true,false,true
14,9447358832,Ambegaon,Plumber,true,27,Male,Part Time,Afternoon,Afternoon,2000,1,20,601051846814,yes,true,false,true
15,8264422132,Ambegaon,Receptionist,true,40,Male,Part Time,Morning,Morning,5000,9,50,035859524162,no,false,false,false
16,9960947617,Ambegaon,Security Guard,true,32,Male,Part Time,Afternoon,Afternoon,4500,1,19,036932282998,yes,true,false,true
17,9704624671,Ambegaon,Tailor,true,30,Male,Part Time,Evening,Evening,9000,8,55,200924994141,no,false,false,true
18,7286113967,Ambegaon,Waiter,false,24,Male,Full Time,Afternoon,Whole Day,2000,5,31,208689598290,no,false,false,true
19,7682183809,Ambegaon,Waitress,true,29,Female,Part Time,Evening,Evening,10000,6,46,411974196355,no,true,false,true
20,8992871193,Ambegaon,Worker,false,33,Male,Part Time,Afternoon,Afternoon,6000,7,43,640794559032,yes,false,false,true
21,9814044925,Ambegaon,Salesperson,true,31,Female,Part Time,Morning,Morning,7000,8,58,560038597549,no,false,false,true
22,9133626043,Ambegaon,Delivery Boy,true,28,Male,Part Time,Afternoon,Afternoon,3000,1,15,205012338686,yes,true,false,true
23,9599564180,Ambegaon,Mechanic,true,22,Male,Part Time,Morning,Morning,10000,10,60,057863725312,yes,true,false,true
24,7267553451,Aundh,Accountant,false,34,Male,Full Time,Afternoon,Whole Day,5500,9,43,780101758751,no,false,false,true
25,7418938811,Aundh,Brick mason,true,24,Male,Part Time,Morning,Morning,4000,1,5,678172528629,no,true,false,true
26,8537809440,Aundh,Carpenter,false,20,Male,Full Time,Evening,Whole Day,9000,9,50,803401919449,yes,false,false,false
27,7403299209,Aundh,Cashier,false,26,Female,Part Time,Afternoon,Afternoon,2500,4,31,422089605204,no,true,false,false
28,8859434064,Aundh,Childcare Worker,true,28,Female,Full Time,Evening,Whole Day,4500,5,25,121880169597,yes,false,false,true
29,8188923240,Aundh,Cook,true,28,Male,Full Time,Evening,Whole Day,2000,1,13,339745833850,yes,false,false,false
30,9297766598,Aundh,Driver,true,29,Male,Full Time,Afternoon,Whole Day,8500,6,40,052964509856,yes,false,false,false
31,9665504554,Aundh,Electrician,false,40,Male,Part Time,Morning,Morning,3000,1,15,136821739314,yes,true,false,false
32,9401119166,Aundh,Hairdresser,true,37,Female,Full Time,Evening,Whole Day,4500,2,13,821191132744,no,false,false,false
33,9504814569,Aundh,Janitor,true,27,Male,Part Time,Afternoon,Afternoon,3000,5,30,678163954104,no,true,false,false
34,9937317957,Aundh,Maid,false,34,Female,Part Time,Evening,Evening,2500,3,22,744523692488,yes,false,false,false
35,9247060737,Aundh,Mehndi Artist,false,21,Female,Part Time,Afternoon,Afternoon,9000,7,54,754377465872,no,true,false,true
36,9770932905,Aundh,Painter,false,19,Male,Part Time,Evening,Evening,2000,1,15,956880052803,no,false,false,true
37,9616521499,Aundh,Plumber,false,24,Male,Part Time,Morning,Morning,8500,9,54,631882837851,yes,true,false,true
38,8931686063,Aundh,Receptionist,true,23,Male,Part Time,Afternoon,Afternoon,8000,8,53,145000147296,no,true,false,false
39,9667608763,Aundh,Security Guard,true,32,Male,Part Time,Afternoon,Afternoon,3000,5,30,000995299721,yes,false,false,false
40,7591958074,Aundh,Tailor,false,36,Male,Full Time,Afternoon,Whole Day,9000,9,52,738579254437,no,true,false,true
41,7821445576,Aundh,Waiter,true,18,Male,Part Time,Afternoon,Afternoon,9000,10,56,360856626133,no,false,false,true
42,9560831997,Aundh,Waitress,false,39,Female,Part Time,Evening,Evening,9000,9,40,687488769774,no,false,false,false
43,9018032769,Aundh,Worker,false,19,Male,Part Time,Afternoon,Afternoon,3000,5,34,075779686227,yes,true,false,false
44,7785578342,Aundh,Salesperson,true,20,Male,Part Time,Evening,Evening,4500,4,22,331105009684,no,false,false,false
45,7210869355,Aundh,Delivery Boy,false,37,Male,Full Time,Evening,Whole Day,4500,4,20,879975908300,yes,false,false,false
46,7197471447,Aundh,Mechanic,false,30,Male,Full Time,Morning,Whole Day,9000,7,58,097233177885,yes,false,false,false
47,8571521122,Bibewadi,Accountant,false,27,Male,Part Time,Afternoon,Afternoon,9500,8,44,896232435553,no,true,false,true
48,8578605046,Bibewadi,Brick mason,true,35,Male,Full Time,Evening,Whole Day,7000,8,52,824105706672,no,true,false,false
49,9714715447,Bibewadi,Carpenter,false,32,Male,Full Time,Morning,Whole Day,8000,7,51,606765174339,yes,false,false,false
50,9990138262,Bibewadi,Cashier,false,27,Male,Full Time,Afternoon,Whole Day,2500,4,29,254204913915,no,true,false,true
51,8010675619,Bibewadi,Childcare Worker,false,29,Female,Full Time,Afternoon,Whole Day,9000,7,45,743489178205,yes,true,false,false
52,9603808157,Bibewadi,Cook,false,29,Male,Part Time,Afternoon,Afternoon,4500,4,37,616553153317,yes,true,false,false
53,8435420451,Bibewadi,Driver,true,35,Male,Full Time,Evening,Whole Day,9000,6,45,087735689248,yes,false,false,false
54,9482138587,Bibewadi,Electrician,false,39,Male,Full Time,Evening,Whole Day,5000,10,44,647322556881,yes,true,false,false
55,7256280526,Bibewadi,Hairdresser,false,34,Female,Part Time,Evening,Evening,6000,10,57,687349738767,no,false,false,true
56,8988423342,Bibewadi,Janitor,false,39,Male,Full Time,Afternoon,Whole Day,10000,8,49,439698922350,no,true,false,true
57,8729382372,Bibewadi,Maid,false,36,Female,Full Time,Morning,Whole Day,9000,7,48,434561020313,yes,true,false,false
58,7508863960,Bibewadi,Mehndi Artist,false,37,Female,Part Time,Morning,Morning,9500,8,58,379015284094,no,true,false,false
59,9906537455,Bibewadi,Painter,true,34,Male,Full Time,Morning,Whole Day,7500,6,44,900950656005,no,true,false,false
60,8345722949,Bibewadi,Plumber,true,34,Male,Part Time,Afternoon,Afternoon,5500,7,56,284912672448,yes,false,false,true
61,7095788790,Bibewadi,Receptionist,true,18,Male,Part Time,Afternoon,Afternoon,2000,1,9,735960197449,no,true,false,false
62,9432356401,Bibewadi,Security Guard,true,29,Male,Full Time,Evening,Whole Day,5500,9,50,005152879866,yes,false,false,true
63,7982636531,Bibewadi,Tailor,false,20,Male,Full Time,Evening,Whole Day,8000,8,57,442447917492,no,true,false,false
64,9888155139,Bibewadi,Waiter,false,18,Male,Full Time,Evening,Whole Day,4000,4,35,333347389825,no,false,false,true
65,9010350125,Bibewadi,Waitress,true,40,Female,Full Time,Afternoon,Whole Day,3000,5,26,611330454361,no,true,false,false
66,8483912421,Bibewadi,Worker,true,33,Male,Part Time,Morning,Morning,9500,9,54,927579535691,yes,false,false,true
67,7592414599,Bibewadi,Salesperson,true,27,Male,Full Time,Evening,Whole Day,6500,8,42,712806200315,no,false,false,false
68,9690730657,Bibewadi,Delivery Boy,false,38,Male,Full Time,Afternoon,Whole Day,8500,10,55,828347787281,yes,true,false,true
69,8829164895,Bibewadi,Mechanic,true,29,Male,Part Time,Afternoon,Afternoon,5000,6,43,949063332401,yes,false,false,false
70,7062642541,Balewadi,Accountant,false,21,Male,Part Time,Morning,Morning,7000,6,48,694757689749,no,true,false,true
71,9426925852,Balewadi,Brick mason,true,18,Male,Part Time,Morning,Morning,4500,2,18,726861071386,no,false,false,true
72,7323226521,Balewadi,Carpenter,true,29,Male,Part Time,Afternoon,Afternoon,2500,2,17,991285848885,yes,true,false,false
73,8148193643,Balewadi,Cashier,true,23,Male,Full Time,Afternoon,Whole Day,2500,1,9,242952736447,no,true,false,true
74,8656040875,Balewadi,Childcare Worker,false,21,Female,Full Time,Morning,Whole Day,10000,9,46,187796757312,yes,true,false,true
75,9691563548,Balewadi,Cook,true,35,Male,Part Time,Evening,Evening,3000,1,17,664900951033,yes,false,false,false
76,9919008329,Balewadi,Driver,false,36,Male,Part Time,Morning,Morning,6000,7,45,282560884373,yes,false,false,false
77,8275714385,Balewadi,Electrician,false,38,Male,Full Time,Afternoon,Whole Day,2500,4,25,982505535322,yes,true,false,true
78,8003033722,Balewadi,Hairdresser,false,31,Female,Full Time,Afternoon,Whole Day,4000,4,40,082472894707,no,false,false,true
79,7519078738,Balewadi,Janitor,true,32,Male,Part Time,Afternoon,Afternoon,6000,7,57,417678906433,no,false,false,true
80,8805458366,Balewadi,Maid,true,22,Female,Part Time,Afternoon,Afternoon,5000,7,60,139321811363,yes,true,false,false
81,9739770000,Balewadi,Mehndi Artist,true,28,Female,Full Time,Morning,Whole Day,6500,6,44,118340853118,no,false,false,true
82,9982986632,Balewadi,Painter,false,28,Male,Full Time,Evening,Whole Day,5000,7,57,739374237987,no,false,false,false
83,8629383418,Balewadi,Plumber,true,18,Male,Full Time,Evening,Whole Day,8500,8,43,061540102759,yes,false,false,true
84,8431048497,Balewadi,Receptionist,true,33,Female,Full Time,Afternoon,Whole Day,8000,6,44,551067170443,no,false,false,true
85,9094381270,Balewadi,Security Guard,false,18,Male,Part Time,Evening,Evening,8000,7,52,550606879921,yes,false,false,true
86,9304120600,Balewadi,Tailor,false,23,Male,Full Time,Evening,Whole Day,9000,9,48,766448666399,no,false,false,false
87,9103147571,Balewadi,Waiter,false,25,Male,Full Time,Morning,Whole Day,7000,9,54,670075038013,no,false,false,true
88,9685420530,Balewadi,Waitress,false,24,Female,Part Time,Evening,Evening,9000,6,58,677702516248,no,true,false,false
89,9404512413,Balewadi,Worker,false,34,Male,Part Time,Morning,Morning,3000,4,23,826556570022,yes,true,false,true
90,7440403506,Balewadi,Salesperson,false,37,Female,Part Time,Afternoon,Afternoon,8500,7,52,151188695291,no,false,false,true
91,7264980271,Balewadi,Delivery Boy,false,35,Male,Part Time,Evening,Evening,3500,5,33,537840725393,yes,false,false,false
92,9136078767,Balewadi,Mechanic,false,30,Male,Full Time,Morning,Whole Day,5000,9,59,028929132119,yes,true,false,false
