id,phoneNo,location,occupation,certification,age,gender,type,availabilityPreference,availability,minimumWage,experience,clientsAttended,aadharCard,doorstepService ,references,liscenced,shoppingliscence
1,9191997785,Chinchwad,Waiter,false,24,Male,Full Time,Morning,Whole Day,3500,1,18,361265873190,no,true,false,true
2,7099133406,Dhayari,Electrician,true,22,Male,Full Time,Morning,Whole Day,8000,8,55,695387172865,yes,true,false,false
3,9301337236,Nigdi,Salesperson,true,34,Female,Part Time,Evening,Evening,3500,5,20,239704439114,no,false,false,true
4,8278401942,Katraj,Brick mason,true,25,Male,Full Time,Afternoon,Whole Day,10000,9,58,090461742765,no,true,false,false
5,8107716337,Dattawadi,Salesperson,false,40,Female,Part Time,Morning,Morning,2000,3,33,285364255167,no,false,false,false
6,9557630499,Aundh,Salesperson,false,33,Male,Part Time,Afternoon,Afternoon,2500,5,26,764652825765,no,true,false,true
7,9423876248,Khadki,Salesperson,false,25,Female,Part Time,Evening,Evening,7500,8,45,122334456549,no,false,false,true
8,9432230649,Fatimanagar,Worker,false,20,Male,Part Time,Evening,Evening,3000,3,37,558855900614,yes,false,false,false
9,8886525278,Salisbury Park,Waitress,false,33,Female,Part Time,Morning,Morning,6000,10,51,961904498665,no,false,false,true
10,9335764895,Fursungi,Childcare Worker,false,24,Female,Part Time,Morning,Morning,6500,6,58,274261393220,yes,false,false,true
11,7061012901,Kondhwa,Hairdresser,false,30,Female,Part Time,Afternoon,Afternoon,3500,2,5,039248879955,no,false,false,true
12,8836120396,Sahakarnagar,Salesperson,true,27,Male,Full Time,Evening,Whole Day,4500,1,20,780312361569,no,true,false,false
13,8595091358,Fursungi,Security Guard,true,25,Male,Full Time,Afternoon,Whole Day,9500,6,51,754574509168,yes,true,false,false
14,7894375037,Bibewadi,Mehndi Artist,false,37,Female,Full Time,Evening,Whole Day,5500,8,60,624173896187,no,false,false,true
15,8961974041,Saswad,Receptionist,true,32,Male,Full Time,Afternoon,Whole Day,6500,10,46,978419484988,no,true,false,true
16,9511698264,Erandwane,Security Guard,false,34,Male,Full Time,Afternoon,Whole Day,5500,8,48,983750643318,yes,true,false,false
17,9568607359,Dhole Patil Road,Carpenter,false,21,Male,Full Time,Morning,Whole Day,8500,9,50,148051377721,yes,false,false,true
18,8644417709,Camp,Hairdresser,true,38,Female,Full Time,Evening,Whole Day,4500,2,16,875769295690,no,true,false,false
19,8497459765,Fursungi,Receptionist,false,19,Female,Full Time,Afternoon,Whole Day,4000,1,7,180589552845,no,false,false,true
20,8246826824,Gultekdi,Childcare Worker,false,25,Female,Full Time,Evening,Whole Day,3000,3,34,075496335866,yes,true,false,true
21,9278602568,Dattawadi,Mechanic,true,27,Male,Part Time,Morning,Morning,8000,10,59,671025875062,yes,false,false,true
22,8709192006,Nigdi,Cashier,true,21,Male,Part Time,Afternoon,Afternoon,7000,8,46,911972414678,no,false,false,false
23,9846055621,Hadapsar,Salesperson,false,29,Male,Part Time,Afternoon,Afternoon,5000,9,54,148931638373,no,false,false,false
24,9670289713,Aundh,Receptionist,false,22,Male,Part Time,Afternoon,Afternoon,8500,6,50,344052802744,no,true,false,false
25,9819768485,Wanowrie,Carpenter,false,27,Male,Full Time,Evening,Whole Day,8000,8,58,639839070535,yes,true,false,false
26,7095349008,Sahakarnagar,Tailor,true,35,Male,Full Time,Afternoon,Whole Day,7500,9,60,808361736902,no,false,false,true
27,7894392102,Aundh,Mehndi Artist,true,19,Female,Full Time,Morning,Whole Day,3000,3,23,089873001359,no,true,false,true
28,8754040692,Hadapsar,Mechanic,false,34,Male,Full Time,Evening,Whole Day,5500,8,60,217988036190,yes,false,false,false
29,9156739200,Mundhwa,Worker,false,18,Male,Part Time,Evening,Evening,4000,3,30,505675583150,yes,true,false,false
30,9127667008,Erandwane,Security Guard,true,33,Male,Part Time,Evening,Evening,4500,3,22,514640072059,yes,false,false,false
31,7018356483,Balewadi,Security Guard,true,30,Male,Part Time,Afternoon,Afternoon,8000,8,46,578951324924,yes,false,false,false
32,9626493802,Ghorpadi,Salesperson,true,32,Male,Part Time,Morning,Morning,3500,4,22,214187816357,no,true,false,true
33,9630164083,Paud Road,Brick mason,false,23,Male,Part Time,Afternoon,Afternoon,9000,9,52,163452876801,no,true,false,false
34,8926234016,Sahakarnagar,Carpenter,true,30,Male,Part Time,Afternoon,Afternoon,4500,2,10,121897758676,yes,false,false,true
35,9481023537,Paud Road,Waitress,true,23,Female,Part Time,Afternoon,Afternoon,4000,3,28,453333545874,no,false,false,true
36,7759701225,Shivajinagar,Painter,false,30,Male,Part Time,Morning,Morning,6500,6,43,208396905859,no,false,false,false
37,9440548669,Saswad,Plumber,true,31,Male,Full Time,Morning,Whole Day,6000,8,54,780870449989,yes,true,false,true
38,7721313600,Chinchwad,Mehndi Artist,true,34,Female,Full Time,Morning,Whole Day,3500,5,34,710170287778,no,true,false,true
39,8406592194,Fatimanagar,Cashier,false,39,Female,Part Time,Evening,Evening,6500,6,55,488662850171,no,false,false,true
40,8062544724,Khadakwasla,Cashier,true,29,Male,Full Time,Morning,Whole Day,8000,9,48,187955526276,no,true,false,false
41,8939748238,Swargate,Waiter,false,33,Male,Full Time,Morning,Whole Day,2500,2,12,017925867895,no,true,false,true
42,9577474471,Koregaon Park,Hairdresser,false,37,Female,Full Time,Afternoon,Whole Day,4000,2,20,631054465921,no,true,false,false
43,8800310122,Aundh,Delivery Boy,true,31,Male,Full Time,Evening,Whole Day,6000,10,58,900135521211,yes,true,false,true
44,8831174332,Katraj,Cook,false,39,Male,Full Time,Afternoon,Whole Day,8500,10,43,034903628787,yes,true,false,true
45,9627040597,Wanowrie,Driver,true,31,Male,Full Time,Morning,Whole Day,3500,2,9,135768334981,yes,true,false,false
46,7633623491,Balewadi,Janitor,false,27,Male,Part Time,Afternoon,Afternoon,8500,10,56,744230343450,no,true,false,false
47,8716106477,Hinjewadi,Salesperson,true,38,Male,Part Time,Evening,Evening,2500,1,8,099063264703,no,true,false,false
48,8136569434,Shivajinagar,Waiter,true,29,Male,Full Time,Evening,Whole Day,9500,8,48,075234743118,no,true,false,true
49,9216065250,Paud Road,Worker,true,20,Male,Part Time,Afternoon,Afternoon,4000,5,30,332741547443,yes,true,false,true
50,8461848129,Kondhwa,Janitor,false,34,Male,Part Time,Evening,Evening,8000,6,49,593114988541,no,false,false,false
51,9632168837,Pashan,Maid,false,32,Female,Part Time,Morning,Morning,7000,8,43,739402654046,yes,true,false,false
52,8619413213,Shivajinagar,Waiter,true,36,Male,Full Time,Afternoon,Whole Day,10000,8,50,364597093292,no,false,false,false
53,8433793336,Ganeshkhind,Cashier,false,28,Female,Full Time,Evening,Whole Day,2500,5,21,674494834968,no,false,false,true
54,9184476130,Bibewadi,Waiter,true,19,Male,Part Time,Afternoon,Afternoon,7500,9,47,501623587608,no,true,false,true
55,7721088984,Vitthalwadi,Receptionist,true,33,Female,Full Time,Afternoon,Whole Day,4500,4,34,607493423388,no,true,false,false
56,9954185432,Pashan,Hairdresser,false,19,Female,Part Time,Evening,Evening,8500,6,44,451970328117,no,false,false,true
57,7739251872,Vitthalwadi,Painter,true,35,Male,Full Time,Evening,Whole Day,8000,6,43,322731923198,no,true,false,true
58,9860230277,Khadki,Childcare Worker,false,37,Female,Full Time,Afternoon,Whole Day,6500,10,41,412505997441,yes,false,false,true
59,7173744048,Camp,Childcare Worker,false,37,Female,Full Time,Morning,Whole Day,5000,9,50,287225397691,yes,false,false,true
60,9641447272,Kondhwa,Childcare Worker,false,22,Female,Full Time,Morning,Whole Day,9500,10,58,428033868535,yes,true,false,false
61,9191888025,Gultekdi,Waiter,false,22,Male,Full Time,Afternoon,Whole Day,9000,9,48,797734123525,no,true,false,false
62,7509727683,Kharadi,Accountant,true,24,Female,Full Time,Afternoon,Whole Day,9000,6,42,034418112790,no,false,false,false
63,9093506841,Swargate,Salesperson,false,33,Female,Full Time,Morning,Whole Day,7500,6,60,835318225102,no,false,false,true
64,9913563049,Ganeshkhind,Plumber,true,26,Male,Full Time,Morning,Whole Day,2500,2,14,661809047776,yes,false,false,false
65,7327603132,Deccan,Brick mason,false,39,Male,Part Time,Morning,Morning,4000,4,21,956742380819,no,false,false,true
66,9045477639,Dhankawadi,Childcare Worker,false,20,Female,Full Time,Evening,Whole Day,5000,6,40,990176799948,yes,false,false,false
67,8855717865,Wagholi,Maid,false,31,Female,Part Time,Evening,Evening,10000,6,44,933431772568,yes,false,false,false
68,9148667098,Vishrantwadi,Salesperson,true,38,Female,Part Time,Afternoon,Afternoon,6500,7,40,112839241213,no,false,false,false
69,9141118845,Sahakarnagar,Tailor,true,37,Male,Part Time,Evening,Evening,4000,5,36,643832972058,no,false,false,false
70,7953650369,Saswad,Plumber,false,21,Male,Full Time,Afternoon,Whole Day,2000,3,20,720005595596,yes,true,false,true
71,8963820439,Ghorpadi,Worker,true,20,Male,Part Time,Evening,Evening,7500,7,60,012703989275,yes,true,false,true
72,8462647892,Erandwane,Maid,false,33,Female,Part Time,Evening,Evening,4500,2,20,971981980927,yes,false,false,false
73,9999517502,Erandwane,Painter,true,33,Male,Part Time,Afternoon,Afternoon,5000,6,54,319555194934,no,true,false,false
74,9537701830,Hadapsar,Carpenter,true,37,Male,Full Time,Afternoon,Whole Day,9500,9,45,695802503491,yes,false,false,true
75,8024103105,Vitthalwadi,Brick mason,false,31,Male,Part Time,Afternoon,Afternoon,7500,6,55,892227363841,no,false,false,true
76,8630174556,Khadki,Receptionist,false,20,Male,Full Time,Afternoon,Whole Day,7500,10,58,454951581952,no,false,false,false
77,8217483478,Erandwane,Receptionist,true,40,Female,Part Time,Evening,Evening,10000,6,53,419513213142,no,false,false,true
78,7453198567,Dhankawadi,Delivery Boy,true,26,Male,Part Time,Evening,Evening,7500,8,48,433077888101,yes,false,false,false
79,7791962448,Pimplesaudagar,Tailor,false,27,Male,Part Time,Afternoon,Afternoon,4500,2,9,795078888345,no,false,false,true
80,9312456050,Shivajinagar,Tailor,true,36,Male,Part Time,Evening,Evening,5000,6,56,984942010038,no,true,false,false
81,8547556255,Hadapsar,Waiter,true,24,Male,Full Time,Morning,Whole Day,2500,2,7,995100946919,no,true,false,true
82,8261665662,Dhayari,Plumber,false,32,Male,Part Time,Afternoon,Afternoon,2500,4,39,895779454513,yes,false,false,false
83,9769040770,Wanowrie,Carpenter,false,40,Male,Part Time,Morning,Morning,2000,1,5,633701255752,yes,true,false,false
84,7667445248,Balewadi,Driver,true,21,Male,Full Time,Morning,Whole Day,9000,7,46,058531292387,yes,true,false,false
85,9025278283,Khadakwasla,Carpenter,false,31,Male,Part Time,Evening,Evening,4000,4,35,476508284111,yes,true,false,false
86,9013868961,Kondhwa,Carpenter,false,19,Male,Part Time,Evening,Evening,7000,7,56,250864176954,yes,false,false,true
87,8892805974,Dattawadi,Tailor,true,27,Male,Part Time,Morning,Morning,2000,5,21,321078081642,no,true,false,true
88,7628666560,Katraj,Plumber,false,19,Male,Full Time,Morning,Whole Day,4000,3,27,422920630090,yes,false,false,false
89,9348748948,Shivajinagar,Painter,true,40,Male,Part Time,Afternoon,Afternoon,7500,8,40,505850160516,no,true,false,true
90,9690281013,Wanowrie,Waiter,false,35,Male,Full Time,Afternoon,Whole Day,6000,10,42,435217551869,no,false,false,false
91,7899867625,Khadakwasla,Hairdresser,true,40,Female,Part Time,Evening,Evening,5000,9,51,462005347895,no,true,false,false
92,8445239911,Bavdhan,Waiter,true,27,Male,Part Time,Evening,Evening,9500,10,46,784504163441,no,false,false,false
93,7798087260,Dhole Patil Road,Painter,true,21,Male,Full Time,Afternoon,Whole Day,6500,6,47,924544071943,no,true,false,false
94,9934583124,Dhole Patil Road,Mehndi Artist,true,26,Female,Full Time,Evening,Whole Day,8000,9,53,148531828065,no,false,false,false
95,9179879189,Salisbury Park,Driver,false,22,Male,Part Time,Morning,Morning,9500,9,53,153519270912,yes,false,false,false
96,7587548439,Chinchwad,Security Guard,false,37,Male,Full Time,Afternoon,Whole Day,9000,7,51,467782730266,yes,true,false,true
97,8462608403,Wagholi,Cook,false,39,Male,Full Time,Morning,Whole Day,4500,3,27,300617447547,yes,false,false,true
98,7149109492,Fatimanagar,Electrician,true,28,Male,Part Time,Morning,Morning,8500,8,58,047005382437,yes,true,false,true
99,9537493319,Pashan,Childcare Worker,true,32,Female,Part Time,Afternoon,Afternoon,4500,5,26,508270911228,yes,false,false,false
100,7781252483,Dhankawadi,Hairdresser,true,38,Female,Full Time,Morning,Whole Day,4500,2,15,588738292900,no,true,false,true
101,9275526167,Dhole Patil Road,Plumber,true,38,Male,Part Time,Afternoon,Afternoon,2500,3,32,698312523114,yes,true,false,false
102,8278831926,Sahakarnagar,Painter,true,32,Male,Full Time,Evening,Whole Day,7000,10,59,124075002387,no,true,false,true
103,7984609684,Ghorpadi,Janitor,false,37,Male,Part Time,Evening,Evening,6000,9,45,999518332910,no,true,false,true
104,8211393399,Pimplesaudagar,Mehndi Artist,false,33,Female,Part Time,Morning,Morning,4000,1,7,014967301613,no,true,false,false
105,7123873080,Ambegaon,Carpenter,false,33,Male,Full Time,Morning,Whole Day,2000,4,33,733513282980,yes,false,false,false
106,7630207897,Vishrantwadi,Waitress,true,40,Female,Full Time,Morning,Whole Day,8000,9,57,522993271088,no,false,false,false
107,7182646737,Bavdhan,Driver,false,20,Male,Full Time,Morning,Whole Day,10000,7,40,359816536135,yes,false,false,true
108,8131191094,Sahakarnagar,Delivery Boy,true,21,Male,Full Time,Morning,Whole Day,10000,6,56,597591005216,yes,true,false,false
109,8377149624,Ambegaon,Brick mason,false,35,Male,Full Time,Afternoon,Whole Day,6000,6,49,587657195088,no,true,false,true
